 Date, Time, Reading
 2015-09-12, 00:20:09.010,92000
 2015-09-12, 00:20:39.015,92000
 2015-09-12, 00:21:09.009,92000
 2015-09-12, 00:21:39.009,93000
 2015-09-12, 00:22:09.012,92000
 2015-09-12, 00:22:39.018,92000
 2015-09-12, 00:23:09.013,92000
 2015-09-12, 00:23:39.013,91000
 2015-09-12, 00:24:09.008,93000
 2015-09-12, 00:24:39.002,92000
 2015-09-12, 00:25:09.009,92000
 2015-09-12, 00:25:39.015,92000
 2015-09-12, 00:26:09.011,92000
 2015-09-12, 00:26:39.015,92000
 2015-09-12, 00:27:09.012,92000
 2015-09-12, 00:27:39.008,92000
 2015-09-12, 00:28:09.014,193000
 2015-09-12, 00:28:39.009,185000
 2015-09-12, 00:29:09.015,181000
 2015-09-12, 00:29:39.012,180000
 2015-09-12, 00:30:09.018,178000
 2015-09-12, 00:30:39.012,177000
 2015-09-12, 00:31:09.019,177000
 2015-09-12, 00:31:39.023,178000
 2015-09-12, 00:32:09.020,177000
 2015-09-12, 00:32:39.016,177000
 2015-09-12, 00:33:09.020,178000
 2015-09-12, 00:33:39.019,178000
 2015-09-12, 00:34:09.023,179000
 2015-09-12, 00:34:39.020,178000
 2015-09-12, 00:35:09.024,178000
 2015-09-12, 00:35:39.020,178000
 2015-09-12, 00:36:09.025,178000
 2015-09-12, 00:36:39.021,179000
 2015-09-12, 00:37:09.026,92000
 2015-09-12, 00:37:39.022,92000
 2015-09-12, 00:38:09.016,92000
 2015-09-12, 00:38:39.023,152000
 2015-09-12, 00:39:09.017,154000
 2015-09-12, 00:39:39.025,153000
 2015-09-12, 00:40:09.020,153000
 2015-09-12, 00:40:39.014,152000
 2015-09-12, 00:41:09.021,151000
 2015-09-12, 00:41:39.027,152000
 2015-09-12, 00:42:09.021,151000
 2015-09-12, 00:42:39.028,151000
 2015-09-12, 00:43:09.022,151000
 2015-09-12, 00:43:39.028,150000
 2015-09-12, 00:44:09.023,151000
 2015-09-12, 00:44:39.029,150000
 2015-09-12, 00:45:09.024,150000
 2015-09-12, 00:45:39.030,150000
 2015-09-12, 00:46:09.026,150000
 2015-09-12, 00:46:39.031,150000
 2015-09-12, 00:47:09.037,149000
 2015-09-12, 00:47:39.028,149000
 2015-09-12, 00:48:09.034,149000
 2015-09-12, 00:48:39.029,149000
 2015-09-12, 00:49:09.035,149000
 2015-09-12, 00:49:39.033,149000
 2015-09-12, 00:50:09.038,149000
 2015-09-12, 00:50:39.034,149000
 2015-09-12, 00:51:09.038,148000
 2015-09-12, 00:51:39.033,149000
 2015-09-12, 00:52:09.029,148000
 2015-09-12, 00:52:39.035,261000
 2015-09-12, 00:53:09.030,244000
 2015-09-12, 00:53:39.038,239000
 2015-09-12, 00:54:09.035,237000
 2015-09-12, 00:54:39.040,235000
 2015-09-12, 00:55:09.040,202000
 2015-09-12, 00:55:39.046,178000
 2015-09-12, 00:56:09.040,178000
 2015-09-12, 00:56:39.035,178000
 2015-09-12, 00:57:09.031,177000
 2015-09-12, 00:57:39.045,178000
 2015-09-12, 00:58:09.042,178000
 2015-09-12, 00:58:39.046,178000
 2015-09-12, 00:59:09.043,179000
 2015-09-12, 00:59:39.040,178000
 2015-09-12, 01:00:09.045,179000
 2015-09-12, 01:00:39.040,178000
 2015-09-12, 01:01:09.046,179000
 2015-09-12, 01:01:39.042,92000
 2015-09-12, 01:02:09.077,92000
 2015-09-12, 01:02:39.043,92000
 2015-09-12, 01:03:09.038,92000
 2015-09-12, 01:03:39.044,92000
 2015-09-12, 01:04:09.039,93000
 2015-09-12, 01:04:39.045,92000
 2015-09-12, 01:05:09.039,92000
 2015-09-12, 01:05:39.040,92000
 2015-09-12, 01:06:09.044,92000
 2015-09-12, 01:06:39.040,92000
 2015-09-12, 01:07:09.045,92000
 2015-09-12, 01:07:39.043,92000
 2015-09-12, 01:08:09.050,92000
 2015-09-12, 01:08:39.054,92000
 2015-09-12, 01:09:09.051,92000
 2015-09-12, 01:09:39.047,92000
 2015-09-12, 01:10:09.043,92000
 2015-09-12, 01:10:39.048,92000
 2015-09-12, 01:11:09.054,92000
 2015-09-12, 01:11:39.058,92000
 2015-09-12, 01:12:09.055,92000
 2015-09-12, 01:12:39.059,92000
 2015-09-12, 01:13:09.056,92000
 2015-09-12, 01:13:39.052,92000
 2015-09-12, 01:14:09.056,92000
 2015-09-12, 01:14:39.063,92000
 2015-09-12, 01:15:09.051,92000
 2015-09-12, 01:15:39.057,92000
 2015-09-12, 01:16:09.062,210000
 2015-09-12, 01:16:39.058,189000
 2015-09-12, 01:17:09.063,183000
 2015-09-12, 01:17:39.059,180000
 2015-09-12, 01:18:09.053,239000
 2015-09-12, 01:18:39.050,240000
 2015-09-12, 01:19:09.054,239000
 2015-09-12, 01:19:39.053,238000
 2015-09-12, 01:20:09.057,236000
 2015-09-12, 01:20:39.052,236000
 2015-09-12, 01:21:09.058,236000
 2015-09-12, 01:21:39.062,236000
 2015-09-12, 01:22:09.059,236000
 2015-09-12, 01:22:39.063,236000
 2015-09-12, 01:23:09.059,237000
 2015-09-12, 01:23:39.072,236000
 2015-09-12, 01:24:09.060,236000
 2015-09-12, 01:24:39.067,149000
 2015-09-12, 01:25:09.061,149000
 2015-09-12, 01:25:39.057,150000
 2015-09-12, 01:26:09.064,149000
 2015-09-12, 01:26:39.058,149000
 2015-09-12, 01:27:09.064,149000
 2015-09-12, 01:27:39.061,148000
 2015-09-12, 01:28:09.065,149000
 2015-09-12, 01:28:39.062,148000
 2015-09-12, 01:29:09.066,148000
 2015-09-12, 01:29:39.065,148000
 2015-09-12, 01:30:09.072,148000
 2015-09-12, 01:30:39.065,149000
 2015-09-12, 01:31:09.060,148000
 2015-09-12, 01:31:39.066,148000
 2015-09-12, 01:32:09.072,148000
 2015-09-12, 01:32:39.067,148000
 2015-09-12, 01:33:09.061,149000
 2015-09-12, 01:33:39.068,147000
 2015-09-12, 01:34:09.074,147000
 2015-09-12, 01:34:39.072,147000
 2015-09-12, 01:35:09.063,92000
 2015-09-12, 01:35:39.073,92000
 2015-09-12, 01:36:09.072,92000
 2015-09-12, 01:36:39.064,92000
 2015-09-12, 01:37:09.069,92000
 2015-09-12, 01:37:39.075,92000
 2015-09-12, 01:38:09.071,92000
 2015-09-12, 01:38:39.066,92000
 2015-09-12, 01:39:09.072,92000
 2015-09-12, 01:39:39.070,212000
 2015-09-12, 01:40:09.075,188000
 2015-09-12, 01:40:39.071,183000
 2015-09-12, 01:41:09.076,180000
 2015-09-12, 01:41:39.072,178000
 2015-09-12, 01:42:09.078,177000
 2015-09-12, 01:42:39.073,177000
 2015-09-12, 01:43:09.079,178000
 2015-09-12, 01:43:39.076,177000
 2015-09-12, 01:44:09.080,177000
 2015-09-12, 01:44:39.086,177000
 2015-09-12, 01:45:09.081,178000
 2015-09-12, 01:45:39.077,179000
 2015-09-12, 01:46:09.082,178000
 2015-09-12, 01:46:39.086,178000
 2015-09-12, 01:47:09.082,178000
 2015-09-12, 01:47:39.077,178000
 2015-09-12, 01:48:09.083,93000
 2015-09-12, 01:48:39.077,92000
 2015-09-12, 01:49:09.084,92000
 2015-09-12, 01:49:39.090,92000
 2015-09-12, 01:50:09.087,124000
 2015-09-12, 01:50:39.091,126000
 2015-09-12, 01:51:09.087,92000
 2015-09-12, 01:51:39.084,92000
 2015-09-12, 01:52:09.090,92000
 2015-09-12, 01:52:39.085,92000
 2015-09-12, 01:53:09.091,93000
 2015-09-12, 01:53:39.088,92000
 2015-09-12, 01:54:09.092,92000
 2015-09-12, 01:54:39.088,92000
 2015-09-12, 01:55:09.093,92000
 2015-09-12, 01:55:39.089,93000
 2015-09-12, 01:56:09.093,92000
 2015-09-12, 01:56:39.090,92000
 2015-09-12, 01:57:09.094,92000
 2015-09-12, 01:57:39.091,149000
 2015-09-12, 01:58:09.085,154000
 2015-09-12, 01:58:39.081,153000
 2015-09-12, 01:59:09.086,153000
 2015-09-12, 01:59:39.092,152000
 2015-09-12, 02:00:09.088,151000
 2015-09-12, 02:00:39.085,152000
 2015-09-12, 02:01:09.089,151000
 2015-09-12, 02:01:39.096,150000
 2015-09-12, 02:02:09.092,150000
 2015-09-12, 02:02:39.097,150000
 2015-09-12, 02:03:09.093,272000
 2015-09-12, 02:03:39.099,247000
 2015-09-12, 02:04:09.096,241000
 2015-09-12, 02:04:39.104,235000
 2015-09-12, 02:05:09.096,236000
 2015-09-12, 02:05:39.091,236000
 2015-09-12, 02:06:09.097,234000
 2015-09-12, 02:06:39.104,234000
 2015-09-12, 02:07:09.098,234000
 2015-09-12, 02:07:39.094,234000
 2015-09-12, 02:08:09.104,234000
 2015-09-12, 02:08:39.095,234000
 2015-09-12, 02:09:09.104,234000
 2015-09-12, 02:09:39.104,234000
 2015-09-12, 02:10:09.094,234000
 2015-09-12, 02:10:39.101,235000
 2015-09-12, 02:11:09.095,234000
 2015-09-12, 02:11:39.106,148000
 2015-09-12, 02:12:09.098,148000
 2015-09-12, 02:12:39.094,148000
 2015-09-12, 02:13:09.099,149000
 2015-09-12, 02:13:39.095,148000
 2015-09-12, 02:14:09.101,148000
 2015-09-12, 02:14:39.106,92000
 2015-09-12, 02:15:09.112,92000
 2015-09-12, 02:15:39.099,93000
 2015-09-12, 02:16:09.105,92000
 2015-09-12, 02:16:39.100,92000
 2015-09-12, 02:17:09.104,92000
 2015-09-12, 02:17:39.105,92000
 2015-09-12, 02:18:09.126,93000
 2015-09-12, 02:18:39.105,92000
 2015-09-12, 02:19:09.110,92000
 2015-09-12, 02:19:39.106,92000
 2015-09-12, 02:20:09.112,92000
 2015-09-12, 02:20:39.109,93000
 2015-09-12, 02:21:09.113,92000
 2015-09-12, 02:21:39.109,92000
 2015-09-12, 02:22:09.109,92000
 2015-09-12, 02:22:39.110,91000
 2015-09-12, 02:23:09.105,92000
 2015-09-12, 02:23:39.113,91000
 2015-09-12, 02:24:09.109,91000
 2015-09-12, 02:24:39.104,92000
 2015-09-12, 02:25:09.110,92000
 2015-09-12, 02:25:39.107,93000
 2015-09-12, 02:26:09.113,92000
 2015-09-12, 02:26:39.107,212000
 2015-09-12, 02:27:09.114,192000
 2015-09-12, 02:27:39.120,184000
 2015-09-12, 02:28:09.137,180000
 2015-09-12, 02:28:39.161,178000
 2015-09-12, 02:29:09.117,178000
 2015-09-12, 02:29:39.120,177000
 2015-09-12, 02:30:09.118,177000
 2015-09-12, 02:30:39.115,178000
 2015-09-12, 02:31:09.119,177000
 2015-09-12, 02:31:39.125,177000
 2015-09-12, 02:32:09.120,177000
 2015-09-12, 02:32:39.116,177000
 2015-09-12, 02:33:09.120,179000
 2015-09-12, 02:33:39.129,178000
 2015-09-12, 02:34:09.113,178000
 2015-09-12, 02:34:39.130,178000
 2015-09-12, 02:35:09.124,92000
 2015-09-12, 02:35:39.130,93000
 2015-09-12, 02:36:09.115,92000
 2015-09-12, 02:36:39.131,92000
 2015-09-12, 02:37:09.116,92000
 2015-09-12, 02:37:39.124,153000
 2015-09-12, 02:38:09.128,154000
 2015-09-12, 02:38:39.136,154000
 2015-09-12, 02:39:09.129,153000
 2015-09-12, 02:39:39.120,151000
 2015-09-12, 02:40:09.124,151000
 2015-09-12, 02:40:39.120,152000
 2015-09-12, 02:41:09.125,150000
 2015-09-12, 02:41:39.125,150000
 2015-09-12, 02:42:09.130,151000
 2015-09-12, 02:42:39.126,150000
 2015-09-12, 02:43:09.131,151000
 2015-09-12, 02:43:39.128,150000
 2015-09-12, 02:44:09.145,150000
 2015-09-12, 02:44:39.128,149000
 2015-09-12, 02:45:09.136,149000
 2015-09-12, 02:45:39.140,150000
 2015-09-12, 02:46:09.127,149000
 2015-09-12, 02:46:39.131,149000
 2015-09-12, 02:47:09.138,149000
 2015-09-12, 02:47:39.134,148000
 2015-09-12, 02:48:09.129,149000
 2015-09-12, 02:48:39.135,148000
 2015-09-12, 02:49:09.129,148000
 2015-09-12, 02:49:39.135,148000
 2015-09-12, 02:50:09.130,1034000
 2015-09-12, 02:50:39.136,249000
 2015-09-12, 02:51:09.131,240000
 2015-09-12, 02:51:39.137,236000
 2015-09-12, 02:52:09.133,233000
 2015-09-12, 02:52:39.128,234000
 2015-09-12, 02:53:09.137,234000
 2015-09-12, 02:53:39.143,232000
 2015-09-12, 02:54:09.139,177000
 2015-09-12, 02:54:39.137,177000
 2015-09-12, 02:55:09.150,178000
 2015-09-12, 02:55:39.137,179000
 2015-09-12, 02:56:09.166,178000
 2015-09-12, 02:56:39.135,178000
 2015-09-12, 02:57:09.141,178000
 2015-09-12, 02:57:39.138,179000
 2015-09-12, 02:58:09.142,179000
 2015-09-12, 02:58:39.139,93000
 2015-09-12, 02:59:09.145,92000
 2015-09-12, 02:59:39.139,92000
 2015-09-12, 03:00:09.144,92000
 2015-09-12, 03:00:39.150,93000
 2015-09-12, 03:01:09.145,92000
 2015-09-12, 03:01:39.143,92000
 2015-09-12, 03:02:09.137,92000
 2015-09-12, 03:02:39.144,92000
 2015-09-12, 03:03:09.139,93000
 2015-09-12, 03:03:39.144,92000
 2015-09-12, 03:04:09.139,92000
 2015-09-12, 03:04:39.145,92000
 2015-09-12, 03:05:09.140,93000
 2015-09-12, 03:05:39.148,93000
 2015-09-12, 03:06:09.153,93000
 2015-09-12, 03:06:39.149,92000
 2015-09-12, 03:07:09.143,92000
 2015-09-12, 03:07:39.150,92000
 2015-09-12, 03:08:09.144,93000
 2015-09-12, 03:08:39.150,92000
 2015-09-12, 03:09:09.155,92000
 2015-09-12, 03:09:39.153,92000
 2015-09-12, 03:10:09.158,92000
 2015-09-12, 03:10:39.144,93000
 2015-09-12, 03:11:09.161,92000
 2015-09-12, 03:11:39.157,92000
 2015-09-12, 03:12:09.151,92000
 2015-09-12, 03:12:39.158,92000
 2015-09-12, 03:13:09.152,93000
 2015-09-12, 03:13:39.159,92000
 2015-09-12, 03:14:09.155,194000
 2015-09-12, 03:14:39.149,185000
 2015-09-12, 03:15:09.156,181000
 2015-09-12, 03:15:39.165,179000
 2015-09-12, 03:16:09.168,178000
 2015-09-12, 03:16:39.153,178000
 2015-09-12, 03:17:09.157,238000
 2015-09-12, 03:17:39.154,238000
 2015-09-12, 03:18:09.160,240000
 2015-09-12, 03:18:39.158,238000
 2015-09-12, 03:19:09.153,237000
 2015-09-12, 03:19:39.161,237000
 2015-09-12, 03:20:09.155,237000
 2015-09-12, 03:20:39.162,237000
 2015-09-12, 03:21:09.156,236000
 2015-09-12, 03:21:39.163,236000
 2015-09-12, 03:22:09.159,150000
 2015-09-12, 03:22:39.163,150000
 2015-09-12, 03:23:09.170,151000
 2015-09-12, 03:23:39.164,150000
 2015-09-12, 03:24:09.171,150000
 2015-09-12, 03:24:39.165,149000
 2015-09-12, 03:25:09.172,149000
 2015-09-12, 03:25:39.168,150000
 2015-09-12, 03:26:09.162,149000
 2015-09-12, 03:26:39.169,149000
 2015-09-12, 03:27:09.163,149000
 2015-09-12, 03:27:39.164,148000
 2015-09-12, 03:28:09.160,150000
 2015-09-12, 03:28:39.169,148000
 2015-09-12, 03:29:09.161,148000
 2015-09-12, 03:29:39.169,148000
 2015-09-12, 03:30:09.164,148000
 2015-09-12, 03:30:39.170,149000
 2015-09-12, 03:31:09.169,148000
 2015-09-12, 03:31:39.171,148000
 2015-09-12, 03:32:09.169,148000
 2015-09-12, 03:32:39.173,148000
 2015-09-12, 03:33:09.169,149000
 2015-09-12, 03:33:39.172,148000
 2015-09-12, 03:34:09.169,92000
 2015-09-12, 03:34:39.173,92000
 2015-09-12, 03:35:09.169,92000
 2015-09-12, 03:35:39.176,93000
 2015-09-12, 03:36:09.182,92000
 2015-09-12, 03:36:39.177,92000
 2015-09-12, 03:37:09.183,93000
 2015-09-12, 03:37:39.167,195000
 2015-09-12, 03:38:09.184,187000
 2015-09-12, 03:38:39.168,180000
 2015-09-12, 03:39:09.185,181000
 2015-09-12, 03:39:39.171,178000
 2015-09-12, 03:40:09.185,177000
 2015-09-12, 03:40:39.172,178000
 2015-09-12, 03:41:09.176,177000
 2015-09-12, 03:41:39.185,177000
 2015-09-12, 03:42:09.182,178000
 2015-09-12, 03:42:39.175,178000
 2015-09-12, 03:43:09.182,179000
 2015-09-12, 03:43:39.170,178000
 2015-09-12, 03:44:09.177,179000
 2015-09-12, 03:44:39.181,178000
 2015-09-12, 03:45:09.177,178000
 2015-09-12, 03:45:39.184,180000
 2015-09-12, 03:46:09.178,92000
 2015-09-12, 03:46:39.194,92000
 2015-09-12, 03:47:09.181,92000
 2015-09-12, 03:47:39.175,92000
 2015-09-12, 03:48:09.182,93000
 2015-09-12, 03:48:39.186,92000
 2015-09-12, 03:49:09.183,92000
 2015-09-12, 03:49:39.189,92000
 2015-09-12, 03:50:09.183,92000
 2015-09-12, 03:50:39.188,93000
 2015-09-12, 03:51:09.184,92000
 2015-09-12, 03:51:39.182,92000
 2015-09-12, 03:52:09.177,92000
 2015-09-12, 03:52:39.183,91000
 2015-09-12, 03:53:09.218,92000
 2015-09-12, 03:53:39.224,92000
 2015-09-12, 03:54:09.178,92000
 2015-09-12, 03:54:39.195,92000
 2015-09-12, 03:55:09.189,92000
 2015-09-12, 03:55:39.186,92000
 2015-09-12, 03:56:09.182,91000
 2015-09-12, 03:56:39.186,92000
 2015-09-12, 03:57:09.193,153000
 2015-09-12, 03:57:39.191,153000
 2015-09-12, 03:58:09.186,153000
 2015-09-12, 03:58:39.192,152000
 2015-09-12, 03:59:09.188,151000
 2015-09-12, 03:59:39.193,151000
 2015-09-12, 04:00:09.199,150000
 2015-09-12, 04:00:39.194,151000
 2015-09-12, 04:01:09.200,254000
 2015-09-12, 04:01:39.194,243000
